sample_id,subject_id,session_id,media_path,label,label_source,split,recorded_sex
01-01-06-01-02-02-12,actor-12,01-01-06-01-02-02-12,data\ravdess\Actor_12\01-01-06-01-02-02-12.mp4,fearful,RAVDESS acted emotion,train,female
01-01-06-02-01-01-12,actor-12,01-01-06-02-01-01-12,data\ravdess\Actor_12\01-01-06-02-01-01-12.mp4,fearful,RAVDESS acted emotion,train,female
01-01-06-02-01-02-12,actor-12,01-01-06-02-01-02-12,data\ravdess\Actor_12\01-01-06-02-01-02-12.mp4,fearful,RAVDESS acted emotion,train,female
01-01-06-02-02-01-12,actor-12,01-01-06-02-02-01-12,data\ravdess\Actor_12\01-01-06-02-02-01-12.mp4,fearful,RAVDESS acted emotion,train,female
01-01-06-02-02-02-12,actor-12,01-01-06-02-02-02-12,data\ravdess\Actor_12\01-01-06-02-02-02-12.mp4,fearful,RAVDESS acted emotion,train,female
01-01-07-01-01-01-12,actor-12,01-01-07-01-01-01-12,data\ravdess\Actor_12\01-01-07-01-01-01-12.mp4,disgust,RAVDESS acted emotion,train,female
01-01-07-01-01-02-12,actor-12,01-01-07-01-01-02-12,data\ravdess\Actor_12\01-01-07-01-01-02-12.mp4,disgust,RAVDESS acted emotion,train,female
01-01-07-01-02-01-12,actor-12,01-01-07-01-02-01-12,data\ravdess\Actor_12\01-01-07-01-02-01-12.mp4,disgust,RAVDESS acted emotion,train,female
01-01-07-01-02-02-12,actor-12,01-01-07-01-02-02-12,data\ravdess\Actor_12\01-01-07-01-02-02-12.mp4,disgust,RAVDESS acted emotion,train,female
01-01-07-02-01-01-12,actor-12,01-01-07-02-01-01-12,data\ravdess\Actor_12\01-01-07-02-01-01-12.mp4,disgust,RAVDESS acted emotion,train,female
01-01-07-02-01-02-12,actor-12,01-01-07-02-01-02-12,data\ravdess\Actor_12\01-01-07-02-01-02-12.mp4,disgust,RAVDESS acted emotion,train,female
01-01-07-02-02-01-12,actor-12,01-01-07-02-02-01-12,data\ravdess\Actor_12\01-01-07-02-02-01-12.mp4,disgust,RAVDESS acted emotion,train,female
01-01-07-02-02-02-12,actor-12,01-01-07-02-02-02-12,data\ravdess\Actor_12\01-01-07-02-02-02-12.mp4,disgust,RAVDESS acted emotion,train,female
01-01-08-01-01-01-12,actor-12,01-01-08-01-01-01-12,data\ravdess\Actor_12\01-01-08-01-01-01-12.mp4,surprised,RAVDESS acted emotion,train,female
01-01-08-01-01-02-12,actor-12,01-01-08-01-01-02-12,data\ravdess\Actor_12\01-01-08-01-01-02-12.mp4,surprised,RAVDESS acted emotion,train,female
01-01-08-01-02-01-12,actor-12,01-01-08-01-02-01-12,data\ravdess\Actor_12\01-01-08-01-02-01-12.mp4,surprised,RAVDESS acted emotion,train,female
01-01-08-01-02-02-12,actor-12,01-01-08-01-02-02-12,data\ravdess\Actor_12\01-01-08-01-02-02-12.mp4,surprised,RAVDESS acted emotion,train,female
01-01-08-02-01-01-12,actor-12,01-01-08-02-01-01-12,data\ravdess\Actor_12\01-01-08-02-01-01-12.mp4,surprised,RAVDESS acted emotion,train,female
01-01-08-02-01-02-12,actor-12,01-01-08-02-01-02-12,data\ravdess\Actor_12\01-01-08-02-01-02-12.mp4,surprised,RAVDESS acted emotion,train,female
01-01-08-02-02-01-12,actor-12,01-01-08-02-02-01-12,data\ravdess\Actor_12\01-01-08-02-02-01-12.mp4,surprised,RAVDESS acted emotion,train,female
01-01-08-02-02-02-12,actor-12,01-01-08-02-02-02-12,data\ravdess\Actor_12\01-01-08-02-02-02-12.mp4,surprised,RAVDESS acted emotion,train,female
01-01-01-01-01-01-13,actor-13,01-01-01-01-01-01-13,data\ravdess\Actor_13\01-01-01-01-01-01-13.mp4,neutral,RAVDESS acted emotion,train,male
01-01-01-01-01-02-13,actor-13,01-01-01-01-01-02-13,data\ravdess\Actor_13\01-01-01-01-01-02-13.mp4,neutral,RAVDESS acted emotion,train,male
01-01-01-01-02-01-13,actor-13,01-01-01-01-02-01-13,data\ravdess\Actor_13\01-01-01-01-02-01-13.mp4,neutral,RAVDESS acted emotion,train,male
01-01-01-01-02-02-13,actor-13,01-01-01-01-02-02-13,data\ravdess\Actor_13\01-01-01-01-02-02-13.mp4,neutral,RAVDESS acted emotion,train,male
01-01-02-01-01-01-13,actor-13,01-01-02-01-01-01-13,data\ravdess\Actor_13\01-01-02-01-01-01-13.mp4,calm,RAVDESS acted emotion,train,male
01-01-02-01-01-02-13,actor-13,01-01-02-01-01-02-13,data\ravdess\Actor_13\01-01-02-01-01-02-13.mp4,calm,RAVDESS acted emotion,train,male
01-01-02-01-02-01-13,actor-13,01-01-02-01-02-01-13,data\ravdess\Actor_13\01-01-02-01-02-01-13.mp4,calm,RAVDESS acted emotion,train,male
01-01-02-01-02-02-13,actor-13,01-01-02-01-02-02-13,data\ravdess\Actor_13\01-01-02-01-02-02-13.mp4,calm,RAVDESS acted emotion,train,male
01-01-02-02-01-01-13,actor-13,01-01-02-02-01-01-13,data\ravdess\Actor_13\01-01-02-02-01-01-13.mp4,calm,RAVDESS acted emotion,train,male
01-01-02-02-01-02-13,actor-13,01-01-02-02-01-02-13,data\ravdess\Actor_13\01-01-02-02-01-02-13.mp4,calm,RAVDESS acted emotion,train,male
01-01-02-02-02-01-13,actor-13,01-01-02-02-02-01-13,data\ravdess\Actor_13\01-01-02-02-02-01-13.mp4,calm,RAVDESS acted emotion,train,male
01-01-02-02-02-02-13,actor-13,01-01-02-02-02-02-13,data\ravdess\Actor_13\01-01-02-02-02-02-13.mp4,calm,RAVDESS acted emotion,train,male
01-01-03-01-01-01-13,actor-13,01-01-03-01-01-01-13,data\ravdess\Actor_13\01-01-03-01-01-01-13.mp4,happy,RAVDESS acted emotion,train,male
01-01-03-01-01-02-13,actor-13,01-01-03-01-01-02-13,data\ravdess\Actor_13\01-01-03-01-01-02-13.mp4,happy,RAVDESS acted emotion,train,male
01-01-03-01-02-01-13,actor-13,01-01-03-01-02-01-13,data\ravdess\Actor_13\01-01-03-01-02-01-13.mp4,happy,RAVDESS acted emotion,train,male
01-01-03-01-02-02-13,actor-13,01-01-03-01-02-02-13,data\ravdess\Actor_13\01-01-03-01-02-02-13.mp4,happy,RAVDESS acted emotion,train,male
01-01-03-02-01-01-13,actor-13,01-01-03-02-01-01-13,data\ravdess\Actor_13\01-01-03-02-01-01-13.mp4,happy,RAVDESS acted emotion,train,male
01-01-03-02-01-02-13,actor-13,01-01-03-02-01-02-13,data\ravdess\Actor_13\01-01-03-02-01-02-13.mp4,happy,RAVDESS acted emotion,train,male
01-01-03-02-02-01-13,actor-13,01-01-03-02-02-01-13,data\ravdess\Actor_13\01-01-03-02-02-01-13.mp4,happy,RAVDESS acted emotion,train,male
01-01-03-02-02-02-13,actor-13,01-01-03-02-02-02-13,data\ravdess\Actor_13\01-01-03-02-02-02-13.mp4,happy,RAVDESS acted emotion,train,male
01-01-04-01-01-01-13,actor-13,01-01-04-01-01-01-13,data\ravdess\Actor_13\01-01-04-01-01-01-13.mp4,sad,RAVDESS acted emotion,train,male
01-01-04-01-01-02-13,actor-13,01-01-04-01-01-02-13,data\ravdess\Actor_13\01-01-04-01-01-02-13.mp4,sad,RAVDESS acted emotion,train,male
01-01-04-01-02-01-13,actor-13,01-01-04-01-02-01-13,data\ravdess\Actor_13\01-01-04-01-02-01-13.mp4,sad,RAVDESS acted emotion,train,male
01-01-04-01-02-02-13,actor-13,01-01-04-01-02-02-13,data\ravdess\Actor_13\01-01-04-01-02-02-13.mp4,sad,RAVDESS acted emotion,train,male
01-01-04-02-01-01-13,actor-13,01-01-04-02-01-01-13,data\ravdess\Actor_13\01-01-04-02-01-01-13.mp4,sad,RAVDESS acted emotion,train,male
01-01-04-02-01-02-13,actor-13,01-01-04-02-01-02-13,data\ravdess\Actor_13\01-01-04-02-01-02-13.mp4,sad,RAVDESS acted emotion,train,male
01-01-04-02-02-01-13,actor-13,01-01-04-02-02-01-13,data\ravdess\Actor_13\01-01-04-02-02-01-13.mp4,sad,RAVDESS acted emotion,train,male
01-01-04-02-02-02-13,actor-13,01-01-04-02-02-02-13,data\ravdess\Actor_13\01-01-04-02-02-02-13.mp4,sad,RAVDESS acted emotion,train,male
01-01-05-01-01-01-13,actor-13,01-01-05-01-01-01-13,data\ravdess\Actor_13\01-01-05-01-01-01-13.mp4,angry,RAVDESS acted emotion,train,male
01-01-05-01-01-02-13,actor-13,01-01-05-01-01-02-13,data\ravdess\Actor_13\01-01-05-01-01-02-13.mp4,angry,RAVDESS acted emotion,train,male
01-01-05-01-02-01-13,actor-13,01-01-05-01-02-01-13,data\ravdess\Actor_13\01-01-05-01-02-01-13.mp4,angry,RAVDESS acted emotion,train,male
01-01-05-01-02-02-13,actor-13,01-01-05-01-02-02-13,data\ravdess\Actor_13\01-01-05-01-02-02-13.mp4,angry,RAVDESS acted emotion,train,male
01-01-05-02-01-01-13,actor-13,01-01-05-02-01-01-13,data\ravdess\Actor_13\01-01-05-02-01-01-13.mp4,angry,RAVDESS acted emotion,train,male
01-01-05-02-01-02-13,actor-13,01-01-05-02-01-02-13,data\ravdess\Actor_13\01-01-05-02-01-02-13.mp4,angry,RAVDESS acted emotion,train,male
01-01-05-02-02-01-13,actor-13,01-01-05-02-02-01-13,data\ravdess\Actor_13\01-01-05-02-02-01-13.mp4,angry,RAVDESS acted emotion,train,male
01-01-05-02-02-02-13,actor-13,01-01-05-02-02-02-13,data\ravdess\Actor_13\01-01-05-02-02-02-13.mp4,angry,RAVDESS acted emotion,train,male
01-01-06-01-01-01-13,actor-13,01-01-06-01-01-01-13,data\ravdess\Actor_13\01-01-06-01-01-01-13.mp4,fearful,RAVDESS acted emotion,train,male
01-01-06-01-01-02-13,actor-13,01-01-06-01-01-02-13,data\ravdess\Actor_13\01-01-06-01-01-02-13.mp4,fearful,RAVDESS acted emotion,train,male
01-01-06-01-02-01-13,actor-13,01-01-06-01-02-01-13,data\ravdess\Actor_13\01-01-06-01-02-01-13.mp4,fearful,RAVDESS acted emotion,train,male
01-01-06-01-02-02-13,actor-13,01-01-06-01-02-02-13,data\ravdess\Actor_13\01-01-06-01-02-02-13.mp4,fearful,RAVDESS acted emotion,train,male
01-01-06-02-01-01-13,actor-13,01-01-06-02-01-01-13,data\ravdess\Actor_13\01-01-06-02-01-01-13.mp4,fearful,RAVDESS acted emotion,train,male
01-01-06-02-01-02-13,actor-13,01-01-06-02-01-02-13,data\ravdess\Actor_13\01-01-06-02-01-02-13.mp4,fearful,RAVDESS acted emotion,train,male
01-01-06-02-02-01-13,actor-13,01-01-06-02-02-01-13,data\ravdess\Actor_13\01-01-06-02-02-01-13.mp4,fearful,RAVDESS acted emotion,train,male
01-01-06-02-02-02-13,actor-13,01-01-06-02-02-02-13,data\ravdess\Actor_13\01-01-06-02-02-02-13.mp4,fearful,RAVDESS acted emotion,train,male
01-01-07-01-01-01-13,actor-13,01-01-07-01-01-01-13,data\ravdess\Actor_13\01-01-07-01-01-01-13.mp4,disgust,RAVDESS acted emotion,train,male
01-01-07-01-01-02-13,actor-13,01-01-07-01-01-02-13,data\ravdess\Actor_13\01-01-07-01-01-02-13.mp4,disgust,RAVDESS acted emotion,train,male
01-01-07-01-02-01-13,actor-13,01-01-07-01-02-01-13,data\ravdess\Actor_13\01-01-07-01-02-01-13.mp4,disgust,RAVDESS acted emotion,train,male
01-01-07-01-02-02-13,actor-13,01-01-07-01-02-02-13,data\ravdess\Actor_13\01-01-07-01-02-02-13.mp4,disgust,RAVDESS acted emotion,train,male
01-01-07-02-01-01-13,actor-13,01-01-07-02-01-01-13,data\ravdess\Actor_13\01-01-07-02-01-01-13.mp4,disgust,RAVDESS acted emotion,train,male
01-01-07-02-01-02-13,actor-13,01-01-07-02-01-02-13,data\ravdess\Actor_13\01-01-07-02-01-02-13.mp4,disgust,RAVDESS acted emotion,train,male
01-01-07-02-02-01-13,actor-13,01-01-07-02-02-01-13,data\ravdess\Actor_13\01-01-07-02-02-01-13.mp4,disgust,RAVDESS acted emotion,train,male
01-01-07-02-02-02-13,actor-13,01-01-07-02-02-02-13,data\ravdess\Actor_13\01-01-07-02-02-02-13.mp4,disgust,RAVDESS acted emotion,train,male
01-01-08-01-01-01-13,actor-13,01-01-08-01-01-01-13,data\ravdess\Actor_13\01-01-08-01-01-01-13.mp4,surprised,RAVDESS acted emotion,train,male
01-01-08-01-01-02-13,actor-13,01-01-08-01-01-02-13,data\ravdess\Actor_13\01-01-08-01-01-02-13.mp4,surprised,RAVDESS acted emotion,train,male
01-01-08-01-02-01-13,actor-13,01-01-08-01-02-01-13,data\ravdess\Actor_13\01-01-08-01-02-01-13.mp4,surprised,RAVDESS acted emotion,train,male
01-01-08-01-02-02-13,actor-13,01-01-08-01-02-02-13,data\ravdess\Actor_13\01-01-08-01-02-02-13.mp4,surprised,RAVDESS acted emotion,train,male
01-01-08-02-01-01-13,actor-13,01-01-08-02-01-01-13,data\ravdess\Actor_13\01-01-08-02-01-01-13.mp4,surprised,RAVDESS acted emotion,train,male
01-01-08-02-01-02-13,actor-13,01-01-08-02-01-02-13,data\ravdess\Actor_13\01-01-08-02-01-02-13.mp4,surprised,RAVDESS acted emotion,train,male
01-01-08-02-02-01-13,actor-13,01-01-08-02-02-01-13,data\ravdess\Actor_13\01-01-08-02-02-01-13.mp4,surprised,RAVDESS acted emotion,train,male
01-01-08-02-02-02-13,actor-13,01-01-08-02-02-02-13,data\ravdess\Actor_13\01-01-08-02-02-02-13.mp4,surprised,RAVDESS acted emotion,train,male
01-01-01-01-01-01-14,actor-14,01-01-01-01-01-01-14,data\ravdess\Actor_14\01-01-01-01-01-01-14.mp4,neutral,RAVDESS acted emotion,train,female
01-01-01-01-01-02-14,actor-14,01-01-01-01-01-02-14,data\ravdess\Actor_14\01-01-01-01-01-02-14.mp4,neutral,RAVDESS acted emotion,train,female
01-01-01-01-02-01-14,actor-14,01-01-01-01-02-01-14,data\ravdess\Actor_14\01-01-01-01-02-01-14.mp4,neutral,RAVDESS acted emotion,train,female
01-01-01-01-02-02-14,actor-14,01-01-01-01-02-02-14,data\ravdess\Actor_14\01-01-01-01-02-02-14.mp4,neutral,RAVDESS acted emotion,train,female
01-01-02-01-01-01-14,actor-14,01-01-02-01-01-01-14,data\ravdess\Actor_14\01-01-02-01-01-01-14.mp4,calm,RAVDESS acted emotion,train,female
01-01-02-01-01-02-14,actor-14,01-01-02-01-01-02-14,data\ravdess\Actor_14\01-01-02-01-01-02-14.mp4,calm,RAVDESS acted emotion,train,female
01-01-02-01-02-01-14,actor-14,01-01-02-01-02-01-14,data\ravdess\Actor_14\01-01-02-01-02-01-14.mp4,calm,RAVDESS acted emotion,train,female
01-01-02-01-02-02-14,actor-14,01-01-02-01-02-02-14,data\ravdess\Actor_14\01-01-02-01-02-02-14.mp4,calm,RAVDESS acted emotion,train,female
01-01-02-02-01-01-14,actor-14,01-01-02-02-01-01-14,data\ravdess\Actor_14\01-01-02-02-01-01-14.mp4,calm,RAVDESS acted emotion,train,female
01-01-02-02-01-02-14,actor-14,01-01-02-02-01-02-14,data\ravdess\Actor_14\01-01-02-02-01-02-14.mp4,calm,RAVDESS acted emotion,train,female
01-01-02-02-02-01-14,actor-14,01-01-02-02-02-01-14,data\ravdess\Actor_14\01-01-02-02-02-01-14.mp4,calm,RAVDESS acted emotion,train,female
01-01-02-02-02-02-14,actor-14,01-01-02-02-02-02-14,data\ravdess\Actor_14\01-01-02-02-02-02-14.mp4,calm,RAVDESS acted emotion,train,female
01-01-03-01-01-01-14,actor-14,01-01-03-01-01-01-14,data\ravdess\Actor_14\01-01-03-01-01-01-14.mp4,happy,RAVDESS acted emotion,train,female
01-01-03-01-01-02-14,actor-14,01-01-03-01-01-02-14,data\ravdess\Actor_14\01-01-03-01-01-02-14.mp4,happy,RAVDESS acted emotion,train,female
01-01-03-01-02-01-14,actor-14,01-01-03-01-02-01-14,data\ravdess\Actor_14\01-01-03-01-02-01-14.mp4,happy,RAVDESS acted emotion,train,female
01-01-03-01-02-02-14,actor-14,01-01-03-01-02-02-14,data\ravdess\Actor_14\01-01-03-01-02-02-14.mp4,happy,RAVDESS acted emotion,train,female
01-01-03-02-01-01-14,actor-14,01-01-03-02-01-01-14,data\ravdess\Actor_14\01-01-03-02-01-01-14.mp4,happy,RAVDESS acted emotion,train,female
01-01-03-02-01-02-14,actor-14,01-01-03-02-01-02-14,data\ravdess\Actor_14\01-01-03-02-01-02-14.mp4,happy,RAVDESS acted emotion,train,female
01-01-03-02-02-01-14,actor-14,01-01-03-02-02-01-14,data\ravdess\Actor_14\01-01-03-02-02-01-14.mp4,happy,RAVDESS acted emotion,train,female
01-01-03-02-02-02-14,actor-14,01-01-03-02-02-02-14,data\ravdess\Actor_14\01-01-03-02-02-02-14.mp4,happy,RAVDESS acted emotion,train,female
01-01-04-01-01-01-14,actor-14,01-01-04-01-01-01-14,data\ravdess\Actor_14\01-01-04-01-01-01-14.mp4,sad,RAVDESS acted emotion,train,female
01-01-04-01-01-02-14,actor-14,01-01-04-01-01-02-14,data\ravdess\Actor_14\01-01-04-01-01-02-14.mp4,sad,RAVDESS acted emotion,train,female
01-01-04-01-02-01-14,actor-14,01-01-04-01-02-01-14,data\ravdess\Actor_14\01-01-04-01-02-01-14.mp4,sad,RAVDESS acted emotion,train,female
01-01-04-01-02-02-14,actor-14,01-01-04-01-02-02-14,data\ravdess\Actor_14\01-01-04-01-02-02-14.mp4,sad,RAVDESS acted emotion,train,female
01-01-04-02-01-01-14,actor-14,01-01-04-02-01-01-14,data\ravdess\Actor_14\01-01-04-02-01-01-14.mp4,sad,RAVDESS acted emotion,train,female
01-01-04-02-01-02-14,actor-14,01-01-04-02-01-02-14,data\ravdess\Actor_14\01-01-04-02-01-02-14.mp4,sad,RAVDESS acted emotion,train,female
01-01-04-02-02-01-14,actor-14,01-01-04-02-02-01-14,data\ravdess\Actor_14\01-01-04-02-02-01-14.mp4,sad,RAVDESS acted emotion,train,female
01-01-04-02-02-02-14,actor-14,01-01-04-02-02-02-14,data\ravdess\Actor_14\01-01-04-02-02-02-14.mp4,sad,RAVDESS acted emotion,train,female
01-01-05-01-01-01-14,actor-14,01-01-05-01-01-01-14,data\ravdess\Actor_14\01-01-05-01-01-01-14.mp4,angry,RAVDESS acted emotion,train,female
01-01-05-01-01-02-14,actor-14,01-01-05-01-01-02-14,data\ravdess\Actor_14\01-01-05-01-01-02-14.mp4,angry,RAVDESS acted emotion,train,female
01-01-05-01-02-01-14,actor-14,01-01-05-01-02-01-14,data\ravdess\Actor_14\01-01-05-01-02-01-14.mp4,angry,RAVDESS acted emotion,train,female
01-01-05-01-02-02-14,actor-14,01-01-05-01-02-02-14,data\ravdess\Actor_14\01-01-05-01-02-02-14.mp4,angry,RAVDESS acted emotion,train,female
01-01-05-02-01-01-14,actor-14,01-01-05-02-01-01-14,data\ravdess\Actor_14\01-01-05-02-01-01-14.mp4,angry,RAVDESS acted emotion,train,female
01-01-05-02-01-02-14,actor-14,01-01-05-02-01-02-14,data\ravdess\Actor_14\01-01-05-02-01-02-14.mp4,angry,RAVDESS acted emotion,train,female
01-01-05-02-02-01-14,actor-14,01-01-05-02-02-01-14,data\ravdess\Actor_14\01-01-05-02-02-01-14.mp4,angry,RAVDESS acted emotion,train,female
01-01-05-02-02-02-14,actor-14,01-01-05-02-02-02-14,data\ravdess\Actor_14\01-01-05-02-02-02-14.mp4,angry,RAVDESS acted emotion,train,female
01-01-06-01-01-01-14,actor-14,01-01-06-01-01-01-14,data\ravdess\Actor_14\01-01-06-01-01-01-14.mp4,fearful,RAVDESS acted emotion,train,female
01-01-06-01-01-02-14,actor-14,01-01-06-01-01-02-14,data\ravdess\Actor_14\01-01-06-01-01-02-14.mp4,fearful,RAVDESS acted emotion,train,female
01-01-06-01-02-01-14,actor-14,01-01-06-01-02-01-14,data\ravdess\Actor_14\01-01-06-01-02-01-14.mp4,fearful,RAVDESS acted emotion,train,female
01-01-06-01-02-02-14,actor-14,01-01-06-01-02-02-14,data\ravdess\Actor_14\01-01-06-01-02-02-14.mp4,fearful,RAVDESS acted emotion,train,female
01-01-06-02-01-01-14,actor-14,01-01-06-02-01-01-14,data\ravdess\Actor_14\01-01-06-02-01-01-14.mp4,fearful,RAVDESS acted emotion,train,female
01-01-06-02-01-02-14,actor-14,01-01-06-02-01-02-14,data\ravdess\Actor_14\01-01-06-02-01-02-14.mp4,fearful,RAVDESS acted emotion,train,female
01-01-06-02-02-01-14,actor-14,01-01-06-02-02-01-14,data\ravdess\Actor_14\01-01-06-02-02-01-14.mp4,fearful,RAVDESS acted emotion,train,female
01-01-06-02-02-02-14,actor-14,01-01-06-02-02-02-14,data\ravdess\Actor_14\01-01-06-02-02-02-14.mp4,fearful,RAVDESS acted emotion,train,female
01-01-07-01-01-01-14,actor-14,01-01-07-01-01-01-14,data\ravdess\Actor_14\01-01-07-01-01-01-14.mp4,disgust,RAVDESS acted emotion,train,female
01-01-07-01-01-02-14,actor-14,01-01-07-01-01-02-14,data\ravdess\Actor_14\01-01-07-01-01-02-14.mp4,disgust,RAVDESS acted emotion,train,female
01-01-07-01-02-01-14,actor-14,01-01-07-01-02-01-14,data\ravdess\Actor_14\01-01-07-01-02-01-14.mp4,disgust,RAVDESS acted emotion,train,female
01-01-07-01-02-02-14,actor-14,01-01-07-01-02-02-14,data\ravdess\Actor_14\01-01-07-01-02-02-14.mp4,disgust,RAVDESS acted emotion,train,female
01-01-07-02-01-01-14,actor-14,01-01-07-02-01-01-14,data\ravdess\Actor_14\01-01-07-02-01-01-14.mp4,disgust,RAVDESS acted emotion,train,female
01-01-07-02-01-02-14,actor-14,01-01-07-02-01-02-14,data\ravdess\Actor_14\01-01-07-02-01-02-14.mp4,disgust,RAVDESS acted emotion,train,female
01-01-07-02-02-01-14,actor-14,01-01-07-02-02-01-14,data\ravdess\Actor_14\01-01-07-02-02-01-14.mp4,disgust,RAVDESS acted emotion,train,female
01-01-07-02-02-02-14,actor-14,01-01-07-02-02-02-14,data\ravdess\Actor_14\01-01-07-02-02-02-14.mp4,disgust,RAVDESS acted emotion,train,female
01-01-08-01-01-01-14,actor-14,01-01-08-01-01-01-14,data\ravdess\Actor_14\01-01-08-01-01-01-14.mp4,surprised,RAVDESS acted emotion,train,female
01-01-08-01-01-02-14,actor-14,01-01-08-01-01-02-14,data\ravdess\Actor_14\01-01-08-01-01-02-14.mp4,surprised,RAVDESS acted emotion,train,female
01-01-08-01-02-01-14,actor-14,01-01-08-01-02-01-14,data\ravdess\Actor_14\01-01-08-01-02-01-14.mp4,surprised,RAVDESS acted emotion,train,female
01-01-08-01-02-02-14,actor-14,01-01-08-01-02-02-14,data\ravdess\Actor_14\01-01-08-01-02-02-14.mp4,surprised,RAVDESS acted emotion,train,female
01-01-08-02-01-01-14,actor-14,01-01-08-02-01-01-14,data\ravdess\Actor_14\01-01-08-02-01-01-14.mp4,surprised,RAVDESS acted emotion,train,female
01-01-08-02-01-02-14,actor-14,01-01-08-02-01-02-14,data\ravdess\Actor_14\01-01-08-02-01-02-14.mp4,surprised,RAVDESS acted emotion,train,female
01-01-08-02-02-01-14,actor-14,01-01-08-02-02-01-14,data\ravdess\Actor_14\01-01-08-02-02-01-14.mp4,surprised,RAVDESS acted emotion,train,female
01-01-08-02-02-02-14,actor-14,01-01-08-02-02-02-14,data\ravdess\Actor_14\01-01-08-02-02-02-14.mp4,surprised,RAVDESS acted emotion,train,female
01-01-01-01-01-01-15,actor-15,01-01-01-01-01-01-15,data\ravdess\Actor_15\01-01-01-01-01-01-15.mp4,neutral,RAVDESS acted emotion,train,male
01-01-01-01-01-02-15,actor-15,01-01-01-01-01-02-15,data\ravdess\Actor_15\01-01-01-01-01-02-15.mp4,neutral,RAVDESS acted emotion,train,male
01-01-01-01-02-01-15,actor-15,01-01-01-01-02-01-15,data\ravdess\Actor_15\01-01-01-01-02-01-15.mp4,neutral,RAVDESS acted emotion,train,male
01-01-01-01-02-02-15,actor-15,01-01-01-01-02-02-15,data\ravdess\Actor_15\01-01-01-01-02-02-15.mp4,neutral,RAVDESS acted emotion,train,male
01-01-02-01-01-01-15,actor-15,01-01-02-01-01-01-15,data\ravdess\Actor_15\01-01-02-01-01-01-15.mp4,calm,RAVDESS acted emotion,train,male
01-01-02-01-01-02-15,actor-15,01-01-02-01-01-02-15,data\ravdess\Actor_15\01-01-02-01-01-02-15.mp4,calm,RAVDESS acted emotion,train,male
01-01-02-01-02-01-15,actor-15,01-01-02-01-02-01-15,data\ravdess\Actor_15\01-01-02-01-02-01-15.mp4,calm,RAVDESS acted emotion,train,male
01-01-02-01-02-02-15,actor-15,01-01-02-01-02-02-15,data\ravdess\Actor_15\01-01-02-01-02-02-15.mp4,calm,RAVDESS acted emotion,train,male
01-01-02-02-01-01-15,actor-15,01-01-02-02-01-01-15,data\ravdess\Actor_15\01-01-02-02-01-01-15.mp4,calm,RAVDESS acted emotion,train,male
01-01-02-02-01-02-15,actor-15,01-01-02-02-01-02-15,data\ravdess\Actor_15\01-01-02-02-01-02-15.mp4,calm,RAVDESS acted emotion,train,male
01-01-02-02-02-01-15,actor-15,01-01-02-02-02-01-15,data\ravdess\Actor_15\01-01-02-02-02-01-15.mp4,calm,RAVDESS acted emotion,train,male
01-01-02-02-02-02-15,actor-15,01-01-02-02-02-02-15,data\ravdess\Actor_15\01-01-02-02-02-02-15.mp4,calm,RAVDESS acted emotion,train,male
01-01-03-01-01-01-15,actor-15,01-01-03-01-01-01-15,data\ravdess\Actor_15\01-01-03-01-01-01-15.mp4,happy,RAVDESS acted emotion,train,male
01-01-03-01-01-02-15,actor-15,01-01-03-01-01-02-15,data\ravdess\Actor_15\01-01-03-01-01-02-15.mp4,happy,RAVDESS acted emotion,train,male
01-01-03-01-02-01-15,actor-15,01-01-03-01-02-01-15,data\ravdess\Actor_15\01-01-03-01-02-01-15.mp4,happy,RAVDESS acted emotion,train,male
01-01-03-01-02-02-15,actor-15,01-01-03-01-02-02-15,data\ravdess\Actor_15\01-01-03-01-02-02-15.mp4,happy,RAVDESS acted emotion,train,male
01-01-03-02-01-01-15,actor-15,01-01-03-02-01-01-15,data\ravdess\Actor_15\01-01-03-02-01-01-15.mp4,happy,RAVDESS acted emotion,train,male
01-01-03-02-01-02-15,actor-15,01-01-03-02-01-02-15,data\ravdess\Actor_15\01-01-03-02-01-02-15.mp4,happy,RAVDESS acted emotion,train,male
01-01-03-02-02-01-15,actor-15,01-01-03-02-02-01-15,data\ravdess\Actor_15\01-01-03-02-02-01-15.mp4,happy,RAVDESS acted emotion,train,male
01-01-03-02-02-02-15,actor-15,01-01-03-02-02-02-15,data\ravdess\Actor_15\01-01-03-02-02-02-15.mp4,happy,RAVDESS acted emotion,train,male
01-01-04-01-01-01-15,actor-15,01-01-04-01-01-01-15,data\ravdess\Actor_15\01-01-04-01-01-01-15.mp4,sad,RAVDESS acted emotion,train,male
01-01-04-01-01-02-15,actor-15,01-01-04-01-01-02-15,data\ravdess\Actor_15\01-01-04-01-01-02-15.mp4,sad,RAVDESS acted emotion,train,male
01-01-04-01-02-01-15,actor-15,01-01-04-01-02-01-15,data\ravdess\Actor_15\01-01-04-01-02-01-15.mp4,sad,RAVDESS acted emotion,train,male
01-01-04-01-02-02-15,actor-15,01-01-04-01-02-02-15,data\ravdess\Actor_15\01-01-04-01-02-02-15.mp4,sad,RAVDESS acted emotion,train,male
01-01-04-02-01-01-15,actor-15,01-01-04-02-01-01-15,data\ravdess\Actor_15\01-01-04-02-01-01-15.mp4,sad,RAVDESS acted emotion,train,male
01-01-04-02-01-02-15,actor-15,01-01-04-02-01-02-15,data\ravdess\Actor_15\01-01-04-02-01-02-15.mp4,sad,RAVDESS acted emotion,train,male
